File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time
45.py,17,4,3,2,1,61.22514308338081,1,4,5,2,4,6,5,13.931568569324174,0.5,6.965784284662087,0.004643856189774725,0.3869880158145604
88.py,10,7,7,5,1,99.1297022473245,4,7,11,4,7,11,11,38.053747805010275,2.0,76.10749561002055,0.012684582601670092,4.228194200556697
152.py,9,4,4,3,3,100.0,3,5,8,4,6,10,8,30.0,1.8,54.0,0.01,3.0
15.py,3,2,2,0,2,88.42299174457497,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
125.py,17,14,14,4,6,87.3447028916524,5,11,16,6,12,18,16,72.0,2.727272727272727,196.36363636363635,0.024,10.909090909090908
78.py,24,19,19,6,7,84.55626898131162,6,12,18,7,14,21,18,87.56842503028855,3.5,306.4894876060099,0.029189475010096184,17.02719375588944
145.py,7,5,4,2,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
157.py,10,7,7,3,4,93.1734973907669,4,19,23,16,33,49,23,221.65453584679364,3.473684210526316,769.9578613625464,0.07388484528226455,42.77543674236369
6.py,18,15,15,1,5,76.83675913586451,3,6,9,5,10,15,9,47.548875021634686,2.5,118.87218755408671,0.01584962500721156,6.604010419671484
1.py,17,14,14,0,6,62.657831530228236,2,7,9,5,9,14,9,44.37895002019238,1.2857142857142858,57.05865002596163,0.014792983340064125,3.169925001442313
46.py,23,17,17,4,6,83.3935958398197,2,11,13,8,16,24,13,88.81055323538621,1.4545454545454546,129.17898652419814,0.029603517745128736,7.1766103624554525
162.py,14,7,6,0,2,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
96.py,24,19,19,7,3,87.30617742335619,5,8,13,5,10,15,13,55.506595772116384,3.125,173.4581117878637,0.01850219859070546,9.636561765992427
153.py,19,12,12,2,7,89.06901896006234,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
122.py,16,11,11,2,3,88.68137575162551,3,6,9,4,7,11,9,34.86917501586544,1.75,61.021056277764515,0.011623058338621813,3.3900586820980285
30.py,2,2,2,0,3,88.28848882059837,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
95.py,20,19,15,6,6,91.21643223296267,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
